ImageID,Moisture,Firmness,pH,TSS,Ethanol,CO2,Formaldehyde,Category
lithchi_fresh (676),76.24981263,2.923114949,4.97039226,19.73721646,0.453473587,297.1771212,0.093173142,Fresh
lithchi_fresh (677),79.56922275,2.01866324,4.753460219,19.66568218,0.237171865,313.1703575,0.020687188,Fresh
lithchi_fresh (678),76.66727947,2.493357729,4.704706036,18.54165743,0.37354805,383.3512006,0.035821904,Fresh
lithchi_fresh (679),75.69608975,3.45292343,4.905439291,18.51928262,0.110139442,360.16362,0.014939939,Fresh
lithchi_fresh (680),76.70220534,3.983619903,4.917912964,17.61284253,0.376018755,290.226014,0.050998508,Fresh
lithchi_fresh (681),80.05586852,2.198356199,4.666095517,19.00959153,0.226440525,343.7398532,0.046058255,Fresh
lithchi_fresh (682),80.98987528,2.802988632,4.846809029,18.12517607,0.122296341,317.2470998,0.090076016,Fresh
lithchi_fresh (683),80.81153905,3.600141937,4.885561408,18.70975228,0.343925105,298.4734097,0.093000538,Fresh
lithchi_fresh (684),77.78028471,2.408071269,4.827325343,17.71383162,0.196321526,238.4631546,0.038356739,Fresh
lithchi_fresh (685),79.67659596,3.110169899,4.575797537,18.92598586,0.254722897,292.7872527,0.049173794,Fresh
lithchi_fresh (686),76.43489007,3.466142592,4.937941542,19.29788607,0.132232325,249.1637174,0.089623625,Fresh
lithchi_fresh (687),77.05203411,3.231970901,4.769547276,16.58574503,0.1588653,382.96843,0.080670781,Fresh
lithchi_fresh (688),81.27435073,2.376049469,4.641236213,19.33171886,0.219190894,267.0813627,0.000365631,Fresh
lithchi_fresh (689),75.09101346,2.710769137,4.712614093,18.16118613,0.1359038,390.4528029,0.032005956,Fresh
lithchi_fresh (690),75.59855972,3.567583569,4.518785545,19.37866364,0.464330506,306.611058,0.042177424,Fresh
lithchi_fresh (691),76.45520379,3.108453028,4.563933401,17.72520683,0.102418817,326.3088757,0.022971628,Fresh
lithchi_fresh (692),75.18572543,2.010459227,4.882773375,17.51616194,0.293544088,308.5880889,0.019957162,Fresh
lithchi_fresh (693),76.27004805,3.52198152,4.500005817,19.66024293,0.149298983,225.8761234,0.003778451,Fresh
lithchi_fresh (694),79.08129093,2.07062271,4.708282914,17.00467707,0.223071636,275.1642438,0.064336973,Fresh
lithchi_fresh (695),77.94997185,3.491467565,4.761255091,19.3768493,0.470423824,219.8292225,0.026251029,Fresh
lithchi_fresh (696),81.24870198,2.40496112,4.52731721,17.93608229,0.164677821,324.5908088,0.005234718,Fresh
lithchi_fresh (697),80.72210493,3.91614696,4.986539081,18.05638177,0.486332928,289.374839,0.023097931,Fresh
lithchi_fresh (698),77.39272146,2.735881503,4.613062666,17.23387313,0.182317751,355.5969943,0.080191395,Fresh
lithchi_fresh (699),76.81596403,2.653863233,4.65209936,18.2921688,0.396626443,244.0940962,0.085148918,Fresh
lithchi_fresh (700),77.65784686,2.297776101,4.651971256,17.30084479,0.318670906,232.9132117,0.048306625,Fresh
lithchi_fresh (701),79.1320646,2.611208431,4.615208331,16.15707766,0.453791491,281.2664462,0.041607067,Fresh
lithchi_fresh (702),76.87644549,3.753301524,4.500736911,17.08799442,0.321597302,385.3170766,0.097785369,Fresh
lithchi_fresh (703),79.36904235,3.992668675,4.864672397,16.02551617,0.313823688,342.084363,0.020056466,Fresh
lithchi_fresh (704),77.86588157,2.736619061,4.98342275,19.91341915,0.1781832,283.784725,0.021535928,Fresh
lithchi_fresh (705),78.86433027,2.897221262,4.612146742,19.86298884,0.166491745,303.454434,0.029186718,Fresh
lithchi_fresh (706),78.0528857,3.444141876,4.831523596,17.58062119,0.46659566,216.8426022,0.017275732,Fresh
lithchi_fresh (707),77.06126032,3.772391561,4.870948163,18.91348342,0.23113528,396.9151793,0.03793656,Fresh
lithchi_fresh (708),81.63917315,3.186088668,4.92421269,17.38322439,0.248832902,333.2814609,0.091083423,Fresh
lithchi_fresh (709),80.34524056,2.783051396,4.711314599,18.68437263,0.403929463,257.0808137,0.061534784,Fresh
lithchi_fresh (710),75.98079223,2.825243682,4.651465453,19.22172017,0.235529393,317.1616788,0.041194655,Fresh
lithchi_fresh (711),81.07927583,3.391236293,4.662647567,19.78702498,0.480824979,221.8964732,0.093441079,Fresh
lithchi_fresh (712),78.41201839,2.006436527,4.856310667,17.6008491,0.395171108,393.1673338,0.004846423,Fresh
lithchi_fresh (713),81.26186559,3.239178675,4.908389733,19.13319193,0.338971697,234.9569976,0.021027618,Fresh
lithchi_fresh (714),80.59898679,2.710986021,4.590806984,17.0637138,0.452358064,329.6060636,0.056588861,Fresh
lithchi_fresh (715),77.97649453,3.588394663,4.685470504,19.96132922,0.119842363,249.0908925,0.061555262,Fresh
lithchi_fresh (716),75.15728516,2.18598128,4.950970098,16.1030784,0.202825077,343.5122765,0.003955751,Fresh
lithchi_fresh (717),76.88074152,3.176404534,4.90334676,18.41411523,0.286014534,355.3642734,0.040303876,Fresh
lithchi_fresh (718),78.7914395,2.96194578,4.992429201,18.63802393,0.190791416,334.6839458,0.064915396,Fresh
lithchi_fresh (719),79.43434754,3.284651052,4.87712413,18.75218223,0.397562075,322.8998921,0.069807055,Fresh
lithchi_fresh (720),76.8052138,2.129707189,4.696597601,16.48155032,0.467683212,378.4938188,0.06381399,Fresh
lithchi_fresh (721),75.97549252,3.159967575,4.795318917,19.75411913,0.269508048,215.7253422,0.032056322,Fresh
lithchi_fresh (722),80.84451166,3.122969176,4.830507127,16.72473312,0.23685304,266.1829532,0.009352012,Fresh
lithchi_fresh (723),81.89081526,3.121320189,4.539227908,18.49101361,0.484620293,249.6574959,0.042711245,Fresh
lithchi_fresh (724),78.67983128,3.206975333,4.77224848,16.89070432,0.277940973,397.6027924,0.012875444,Fresh
lithchi_fresh (725),76.201755,3.352935874,4.854660414,17.22886567,0.29561936,277.8779559,0.094762366,Fresh
lithchi_fresh (726),76.90615129,3.609977999,4.583660652,18.18583417,0.240659949,346.5225398,0.047517087,Fresh
lithchi_fresh (727),75.12873474,2.53964144,4.890315859,17.66877367,0.463819389,336.9450328,0.031725917,Fresh
lithchi_fresh (728),81.40009165,3.65009882,4.79188639,16.6409024,0.327582193,242.4162475,0.076630407,Fresh
lithchi_fresh (729),75.82425758,2.996511365,4.976110893,16.68374561,0.404869835,247.799536,0.049794859,Fresh
lithchi_fresh (730),79.03561533,2.154116558,4.521211149,17.67257915,0.424722687,256.2569127,0.031003402,Fresh
lithchi_fresh (731),76.91838654,2.117101858,4.632663069,19.02913191,0.236739617,282.2254557,0.081196774,Fresh
lithchi_fresh (732),78.87924602,2.668476637,4.80077694,19.59185859,0.273477733,246.8650131,0.086715215,Fresh
lithchi_fresh (733),79.55994272,3.569793954,4.648279956,16.33651065,0.43938871,203.9302965,0.067300817,Fresh
lithchi_fresh (734),80.80819263,3.415361869,4.857212082,17.57241563,0.245302141,375.8786114,0.004696442,Fresh
lithchi_fresh (735),76.4449489,3.577229929,4.879502641,16.40098225,0.417574053,393.1219663,0.056632288,Fresh
lithchi_fresh (736),75.0769708,3.034538113,4.551257982,16.06636992,0.476396929,268.3140774,0.076329491,Fresh
lithchi_fresh (737),75.95819941,2.880397996,4.756927232,18.64687473,0.349284149,267.7013759,0.013650301,Fresh
lithchi_fresh (738),81.30013049,2.294905053,4.754445278,18.40979777,0.396650915,201.4183626,0.022867075,Fresh
lithchi_fresh (739),81.11723054,2.656385507,4.684640385,16.65207646,0.422038925,336.0501377,0.088249511,Fresh
lithchi_fresh (740),79.18189172,2.868038732,4.966462431,16.93525133,0.43801586,365.0879791,0.002012172,Fresh
lithchi_fresh (741),79.20361802,2.177200859,4.91375316,16.09483101,0.258021335,229.3216601,0.075272714,Fresh
lithchi_fresh (742),79.65525672,2.441223905,4.848604691,19.33978882,0.120505384,231.9332699,0.047377329,Fresh
lithchi_fresh (743),76.22759895,3.196450588,4.857163318,19.89876238,0.260750508,358.01665,0.044677216,Fresh
lithchi_fresh (744),81.40088362,3.471326228,4.730858072,16.54183815,0.369502492,323.2581497,0.000709653,Fresh
lithchi_fresh (745),77.93139367,3.996695023,4.960497261,16.92590086,0.280140154,208.9721115,0.081939823,Fresh
lithchi_fresh (746),77.6819697,3.866226663,4.847297714,19.4736381,0.39958526,324.5093981,0.03598249,Fresh
lithchi_fresh (747),78.63242394,3.285130399,4.864490531,19.70585519,0.242792972,261.7835446,0.054076563,Fresh
lithchi_fresh (748),75.32876177,2.842496107,4.930845452,17.67850953,0.353897656,273.7450311,0.067730069,Fresh
lithchi_fresh (749),76.16398358,3.272354729,4.637035795,16.20248989,0.174567922,353.9462837,0.070262958,Fresh
lithchi_fresh (750),80.16623531,3.571303236,4.903535452,16.15756733,0.399747775,362.1870385,0.095598006,Fresh
lithchi_fresh (751),75.57959068,2.236672382,4.597620301,18.29579946,0.318278388,280.0713254,0.053133995,Fresh
lithchi_fresh (752),79.22206477,2.819809779,4.672670976,17.57158044,0.181625755,389.4305872,0.039971955,Fresh
lithchi_fresh (753),76.71744377,3.679604571,4.667805227,16.11460971,0.216764469,281.2925436,0.095370363,Fresh
lithchi_fresh (754),77.7250693,2.767665904,4.989262734,18.33300957,0.399443483,354.367207,0.064211024,Fresh
lithchi_fresh (755),77.02085616,3.143744542,4.928268612,16.04521015,0.293040494,296.7754529,0.029815036,Fresh
lithchi_fresh (756),77.48970902,3.175538722,4.850584931,19.14948783,0.186412576,379.5064653,0.012646425,Fresh
lithchi_fresh (757),80.03332134,2.368952506,4.863528381,17.22573129,0.486908476,381.5522487,0.08425545,Fresh
lithchi_fresh (758),77.07985201,2.724470883,4.781036397,16.16103201,0.386050008,217.4833616,0.03621816,Fresh
lithchi_fresh (759),78.96483248,2.669022577,4.973545334,18.35340888,0.482853933,387.2986663,0.066046972,Fresh
lithchi_fresh (760),78.33235282,2.052393417,4.748129376,17.59073766,0.270842018,365.1069683,0.047081642,Fresh
lithchi_fresh (761),79.64569816,2.048383528,4.690258855,19.89520165,0.290040136,358.2621429,0.019892978,Fresh
lithchi_fresh (762),81.55780818,3.663394087,4.581517668,18.17679465,0.459182086,240.1822679,0.060168661,Fresh
lithchi_fresh (763),80.12800468,2.54614162,4.893102826,17.10095672,0.310019736,361.0238418,0.006068307,Fresh
lithchi_fresh (764),76.50458265,3.036157532,4.867221966,18.83775546,0.382911565,370.0265469,0.041334246,Fresh
lithchi_fresh (765),75.21828195,2.597451147,4.692177519,17.08596801,0.200869151,257.8300669,0.054661494,Fresh
lithchi_fresh (766),76.83584831,3.88135849,4.512596707,19.61697317,0.278690587,390.4520157,0.043604697,Fresh
lithchi_fresh (767),79.16554551,2.518593518,4.919498664,17.49888788,0.149379946,209.9720293,0.074867218,Fresh
lithchi_fresh (768),75.35998069,2.859313625,4.505708992,18.19947425,0.182392014,229.9818506,0.082792495,Fresh
lithchi_fresh (769),78.47456373,3.745460501,4.85184989,16.20229242,0.100377366,307.5162276,0.077124307,Fresh
lithchi_fresh (770),79.17789994,3.683867134,4.985128555,17.70448495,0.115706021,315.1584942,0.003881295,Fresh
lithchi_fresh (771),77.33970724,2.372202836,4.718830664,19.32945416,0.490913529,329.0300167,0.019412877,Fresh
lithchi_fresh (772),80.39638543,3.60528662,4.617486702,19.22259522,0.196941478,203.3938259,0.053660751,Fresh
lithchi_fresh (773),75.74618777,2.916373773,4.852435505,16.89727424,0.365324284,392.0733549,0.093482204,Fresh
lithchi_fresh (774),75.52596447,2.965937744,4.908564071,16.90431628,0.43563988,208.9176185,0.083495678,Fresh
lithchi_fresh (775),80.09732129,2.266959945,4.773215158,19.26922125,0.320264184,228.6123905,0.084253451,Fresh
lithchi_fresh (776),78.46843921,2.161203028,4.983517638,19.72159368,0.1612578,202.8029035,0.030320819,Fresh
lithchi_fresh (777),79.81881677,3.455878614,4.525834361,16.38144369,0.391246575,313.3716867,0.04294479,Fresh
lithchi_fresh (778),78.04379137,2.992922305,4.752397799,17.80023456,0.340100564,386.4533768,0.047070595,Fresh
lithchi_fresh (779),76.72481423,2.873701405,4.859226974,17.34981712,0.392500236,333.1894332,0.015737158,Fresh
lithchi_fresh (780),80.73371622,3.459016457,4.931320236,19.48275382,0.407898649,364.5314937,0.003106813,Fresh
lithchi_fresh (781),80.59591115,3.531025798,4.589627806,16.33409966,0.490164147,202.6562407,0.09469029,Fresh
lithchi_fresh (782),79.8628753,2.317816335,4.900001741,16.84450377,0.329425312,308.4030597,0.024071259,Fresh
lithchi_fresh (783),76.90501596,3.220450299,4.776353538,19.00987335,0.236656445,291.9125955,0.02399489,Fresh
lithchi_fresh (784),79.13161467,2.270708165,4.698276841,16.2051754,0.359385823,299.7935888,0.008337905,Fresh
lithchi_fresh (785),77.52681728,3.502750172,4.565857514,17.97014152,0.127376284,214.4426371,0.092850775,Fresh
lithchi_fresh (786),75.64107451,3.313910313,4.932647879,17.76842814,0.458958927,336.8870722,0.057973711,Fresh
lithchi_fresh (787),81.42119503,3.913229242,4.578636604,17.33760472,0.147752405,300.644083,0.066703686,Fresh
lithchi_fresh (788),75.95773042,2.137916033,4.65489393,17.57828926,0.231137135,353.02977,0.091157689,Fresh
lithchi_fresh (789),81.65166148,2.114109442,4.645022766,18.11976235,0.426298152,297.0581268,0.034562017,Fresh
lithchi_fresh (790),78.12204041,2.564374149,4.935707017,16.64546943,0.338924951,229.8763272,0.062150731,Fresh
lithchi_fresh (791),76.2959305,2.523411367,4.836351497,18.28798351,0.257454208,329.6513908,0.003879945,Fresh
lithchi_fresh (792),78.79330663,2.493957598,4.898340699,19.22172932,0.289374264,234.4772724,0.018677253,Fresh
lithchi_fresh (793),81.11062085,3.812509161,4.625233949,19.04064372,0.441818957,374.4789127,0.083124581,Fresh
lithchi_fresh (794),80.1255742,2.4990924,4.81243705,16.61559962,0.236001754,322.6232478,0.076676836,Fresh
lithchi_fresh (795),80.64592804,2.543899452,4.785872992,16.59699788,0.447859874,231.4407767,0.035064269,Fresh
lithchi_fresh (796),79.61148357,3.518796525,4.916415188,17.07269747,0.135253772,392.4676115,0.037681063,Fresh
lithchi_fresh (797),79.84593595,2.899479685,4.95304353,17.44429891,0.410719375,303.6730927,0.053355443,Fresh
lithchi_fresh (798),80.94436956,3.553421114,4.506078386,17.63382233,0.439019053,214.5796904,2.41E-05,Fresh
lithchi_fresh (799),76.74767606,2.130732315,4.83700996,18.71878887,0.172727061,325.3665809,0.024124434,Fresh
lithchi_fresh (800),78.42597475,2.975142387,4.5259179,16.22672173,0.272138613,250.6397814,0.020823181,Fresh
lithchi_fresh (801),76.54846609,2.0672272,4.774429333,16.13869082,0.16619991,360.7386904,0.025048295,Fresh
lithchi_fresh (802),81.91367606,2.125306407,4.643816365,17.56764225,0.382641652,363.5644147,0.080590584,Fresh
lithchi_fresh (803),81.60841538,3.812874907,4.6533883,18.78865477,0.314139107,395.7894712,0.027967386,Fresh
lithchi_fresh (804),75.27598768,2.278490742,4.676479252,16.77374137,0.354129339,300.3739062,0.019152132,Fresh
lithchi_fresh (805),79.93902621,3.064841365,4.810646225,18.56601793,0.178594787,290.9913759,0.050426346,Fresh
lithchi_fresh (806),81.47673822,2.822191205,4.667024983,17.03931255,0.184698345,350.6951211,0.086564504,Fresh
lithchi_fresh (807),76.26402742,2.694686653,4.866349525,19.54434444,0.11659893,226.4941313,0.02413497,Fresh
lithchi_fresh (808),78.97561661,3.799666691,4.702263693,19.58275978,0.228827014,309.3831028,0.007853624,Fresh
lithchi_fresh (809),81.40841808,2.043646794,4.5341766,17.18914882,0.323897865,309.24952,0.035640474,Fresh
lithchi_fresh (810),75.23762185,3.327579372,4.891879921,16.91997502,0.443173966,217.8946246,0.074765182,Fresh
lithchi_fresh (811),79.88194187,3.926788868,4.642879162,17.64521589,0.366770979,283.5968171,0.055069054,Fresh
lithchi_fresh (812),77.08144305,3.120336367,4.71638344,16.96212634,0.274158529,370.6569597,0.081679337,Fresh
lithchi_fresh (813),81.47077337,3.873644924,4.842721942,18.68953537,0.481248046,371.2307244,0.095959215,Fresh
lithchi_fresh (814),81.79740772,2.104515759,4.666228079,19.30425874,0.38769808,219.847533,0.079266248,Fresh
lithchi_fresh (815),81.60986542,2.837586638,4.528292828,18.69236852,0.472066081,218.1441765,0.060380308,Fresh
lithchi_fresh (816),78.31949952,2.520315582,4.686960524,19.29740179,0.311035189,252.5390954,0.049334159,Fresh
lithchi_fresh (817),81.03429856,3.46164193,4.972224291,17.58796865,0.20356171,374.9532125,0.004006909,Fresh
lithchi_fresh (818),80.91184579,3.962594181,4.820867199,16.62526788,0.121130675,225.780517,0.098432198,Fresh
lithchi_fresh (819),77.23370331,2.513060125,4.835739574,18.95180379,0.390433941,343.9993605,0.038348112,Fresh
lithchi_fresh (820),80.80240832,3.308349203,4.816141077,17.44189802,0.148521199,220.2331239,0.015222821,Fresh
lithchi_fresh (821),75.25905344,2.396195266,4.599496069,18.6850833,0.221110051,324.6275707,0.066670886,Fresh
lithchi_fresh (822),79.17388915,3.130660509,4.709166932,17.08257577,0.312988363,271.2134598,0.028428829,Fresh
lithchi_fresh (823),76.61006186,2.927864973,4.875469899,16.32491854,0.325766635,357.7827926,0.058577827,Fresh
lithchi_fresh (824),75.8439682,3.944010659,4.550686449,19.97032718,0.340233279,246.7380898,0.058676791,Fresh
lithchi_fresh (825),75.53867241,3.217054545,4.638926388,16.62480603,0.166502132,327.8403659,0.044572982,Fresh
lithchi_fresh (826),79.87402143,2.699012744,4.638159554,19.95368398,0.251894962,247.1365069,0.083611862,Fresh
lithchi_fresh (827),77.37912475,2.22819157,4.716009464,19.90911973,0.346877691,342.7320566,0.026496706,Fresh
lithchi_fresh (828),80.0733674,2.302493657,4.99018437,19.17527242,0.487927546,374.7356069,0.044863259,Fresh
lithchi_fresh (829),75.45749439,2.45063386,4.533751273,18.63769185,0.391052455,225.3603598,0.053769213,Fresh
lithchi_fresh (830),77.20703236,2.501933323,4.759350497,18.3112282,0.469041503,373.3191377,0.066362472,Fresh
lithchi_fresh (831),78.77643905,3.701232116,4.589682341,19.46440618,0.404884823,318.7150509,0.078397185,Fresh
lithchi_fresh (832),80.53506215,3.122445577,4.985338273,17.15775809,0.336686788,225.4220982,0.039480728,Fresh
lithchi_fresh (833),77.23126752,3.046781823,4.556651752,17.87072485,0.176809348,285.5083711,0.064604694,Fresh
lithchi_fresh (834),79.38123964,2.229537744,4.701800501,18.47755988,0.366674261,232.1720587,0.015061095,Fresh
lithchi_fresh (835),81.20184424,3.720279387,4.868942492,17.6447619,0.349351826,340.0695778,0.09326481,Fresh
lithchi_fresh (836),79.31104232,3.445628606,4.852277214,17.70994582,0.340987668,351.7736269,0.038305881,Fresh
lithchi_fresh (837),76.63071632,2.135336724,4.711364318,17.32113867,0.295914347,221.1593041,0.072952142,Fresh
lithchi_fresh (838),75.17080547,3.415670194,4.673262084,18.25692727,0.311462642,301.2279705,0.002034108,Fresh
lithchi_fresh (839),81.09069212,3.087076435,4.698806189,19.40229811,0.233777011,362.9250112,0.020518714,Fresh
lithchi_fresh (840),75.14888588,2.163450691,4.632138132,16.80611351,0.307725077,387.2326083,0.048708254,Fresh
lithchi_fresh (841),81.12291171,2.916601283,4.602666469,19.73773216,0.179022362,302.7035733,0.087825247,Fresh
lithchi_fresh (842),78.70255994,2.969392574,4.741519849,18.75635061,0.422069759,390.0558447,0.052725515,Fresh
lithchi_fresh (843),81.57347389,2.33154908,4.634266878,19.29309285,0.174310782,307.1377941,0.092987048,Fresh
lithchi_fresh (844),80.59148265,3.891396294,4.643730832,18.22476277,0.133986516,278.8380989,0.04837969,Fresh
lithchi_fresh (845),81.98553877,3.699950743,4.828378032,19.11806681,0.274498411,369.6406257,0.04904491,Fresh
lithchi_fresh (846),77.45498271,3.338044675,4.984268666,16.06480159,0.363322976,298.5965421,0.011974679,Fresh
lithchi_fresh (847),80.37031802,2.924591122,4.8018186,19.2735217,0.27508673,294.3805021,0.080265624,Fresh
lithchi_fresh (848),77.8135164,2.823531083,4.538489734,16.16055544,0.210701653,298.0624979,0.024696541,Fresh
lithchi_fresh (849),78.35912934,3.301946934,4.537791807,19.55965351,0.323268474,369.3570004,0.089961249,Fresh
lithchi_fresh (850),79.39253824,3.090863739,4.97571161,19.96785099,0.238800934,366.3883083,0.091082422,Fresh
lithchi_fresh (851),81.1157398,2.124546212,4.648645395,17.17626985,0.473147076,280.7039985,0.094331011,Fresh
lithchi_fresh (852),81.88858428,3.025005298,4.546033493,16.84127423,0.469058056,266.659972,0.052023049,Fresh
lithchi_fresh (853),80.3779139,3.612807234,4.799522294,19.06145346,0.300948728,298.3856048,0.067709378,Fresh
lithchi_fresh (854),77.92436748,2.918479755,4.811824389,17.01210536,0.231153598,314.5545019,0.077851588,Fresh
lithchi_fresh (855),77.94949902,2.103913155,4.82425241,19.46224953,0.394852966,247.6674421,0.013101462,Fresh
lithchi_fresh (856),80.16307611,3.572556399,4.633701014,16.41137037,0.114685177,358.7910169,0.060095719,Fresh
lithchi_fresh (857),76.67144002,2.402727564,4.507555342,16.50382079,0.289907602,297.2965531,0.00342979,Fresh
lithchi_fresh (858),75.77331879,2.51724167,4.982507685,19.91660622,0.234529358,266.8091097,0.049756608,Fresh
lithchi_fresh (859),77.4823551,2.329412707,4.625446523,18.69535559,0.468214354,221.3641986,0.015484268,Fresh
lithchi_fresh (860),77.01067294,2.66043013,4.838013144,19.3875489,0.104801211,247.7690321,0.018292293,Fresh
lithchi_fresh (861),77.07415684,3.513503011,4.853314935,17.29731751,0.32112595,389.8562344,0.036504757,Fresh
lithchi_fresh (862),76.63525426,3.038771719,4.805003709,18.705935,0.396265432,261.0199374,0.043243717,Fresh
lithchi_fresh (863),75.29465233,2.409762548,4.656453697,18.37696731,0.294007195,233.7718579,0.062317242,Fresh
lithchi_fresh (864),75.12511754,3.755660156,4.635548127,18.41260048,0.134161212,292.1345583,0.007442842,Fresh
lithchi_fresh (865),81.91405673,3.75916371,4.798834141,18.73012984,0.488984556,261.4175487,0.050369176,Fresh
lithchi_fresh (866),77.99441194,3.74115685,4.933047817,18.30143669,0.307204173,207.0318501,0.018262513,Fresh
lithchi_fresh (867),77.69028653,2.477592423,4.973366864,17.71624948,0.345674498,264.6290435,0.057397518,Fresh
lithchi_fresh (868),79.75753098,2.902478688,4.552952902,17.10369078,0.194643913,308.8217248,0.063740461,Fresh
lithchi_fresh (869),76.52777722,3.969979312,4.577414306,19.07432532,0.293399234,310.3424744,0.055670926,Fresh
lithchi_fresh (870),81.64972829,3.544024953,4.972368129,16.90508972,0.271659797,271.3117842,0.073829551,Fresh
lithchi_fresh (871),80.5044151,2.054334842,4.868267614,18.76941722,0.129958337,289.4605513,0.033560924,Fresh
lithchi_fresh (872),75.62587702,2.130409183,4.941496912,16.93333129,0.142464141,393.1035836,0.076510659,Fresh
lithchi_fresh (873),77.92306543,2.927862754,4.601316317,18.50132068,0.434989008,275.4696954,0.043276708,Fresh
lithchi_fresh (874),81.15382815,3.818440412,4.793792936,18.98831307,0.195927981,251.6453627,0.04841845,Fresh
lithchi_fresh (875),81.61312416,3.077403596,4.850569797,16.87485556,0.177983309,248.6934088,0.064810213,Fresh
lithchi_fresh (876),78.27181058,2.995625016,4.840055943,16.2397732,0.301964581,291.5529225,0.001835838,Fresh
lithchi_fresh (877),79.29387972,2.2109474,4.704075845,16.52389497,0.407498853,351.9040297,0.065399422,Fresh
lithchi_fresh (878),76.16923762,3.313560209,4.507697446,18.42398787,0.124778607,241.1976368,0.061858515,Fresh
lithchi_fresh (879),81.93818038,3.644206321,4.791463028,19.39778562,0.330723168,341.8592254,0.030984712,Fresh
lithchi_fresh (880),76.62170191,2.760840015,4.62655077,16.17998728,0.147684177,204.2299647,0.008579428,Fresh
lithchi_fresh (881),81.59912242,3.551223702,4.725127123,18.93660504,0.11458442,283.7865956,0.009093545,Fresh
lithchi_fresh (882),79.54752654,3.928953308,4.978790508,17.36527458,0.121097581,355.173013,0.092322375,Fresh
lithchi_fresh (883),79.25415756,2.407532918,4.699517659,17.91411348,0.433665643,267.7465912,0.068927932,Fresh
lithchi_fresh (884),78.58881958,3.046659262,4.919900803,19.7154382,0.147188993,312.7474203,0.012710261,Fresh
lithchi_fresh (885),76.61468868,2.574275916,4.594270303,17.32788602,0.118060546,240.9958466,0.035672317,Fresh
lithchi_fresh (886),76.23569622,3.585708838,4.836230249,17.86134774,0.275159955,348.3990782,0.059248299,Fresh
lithchi_fresh (887),76.54340346,3.155186732,4.988503477,16.05472966,0.437597389,210.4558207,0.083557171,Fresh
lithchi_fresh (888),76.30506784,3.269164835,4.55094655,16.32639488,0.204963351,370.508529,0.004366093,Fresh
lithchi_fresh (889),80.45709131,3.595828319,4.504159971,17.03436636,0.268685047,239.6392773,0.023663313,Fresh
lithchi_fresh (890),77.45087681,2.791940945,4.716791396,16.11140896,0.115969013,374.8796063,0.088974899,Fresh
lithchi_fresh (891),75.40489874,3.830180137,4.546312742,18.5255013,0.279631406,270.5058483,0.000916555,Fresh
lithchi_fresh (892),81.78371841,3.066057734,4.874192175,17.70559343,0.331045232,344.5367149,0.02013991,Fresh
lithchi_fresh (893),81.18650119,2.315909646,4.957274332,18.19258081,0.328362822,263.8450596,0.095902418,Fresh
lithchi_fresh (894),81.49426598,3.391798236,4.717010486,16.69858874,0.232970677,381.1823342,0.061340185,Fresh
lithchi_fresh (895),81.96435476,3.586522701,4.629355821,17.18372812,0.226213272,225.3274251,0.026167137,Fresh
lithchi_fresh (896),76.21726674,2.633523354,4.71720166,18.6552979,0.142649448,235.7039579,0.006699109,Fresh
lithchi_fresh (897),77.77369413,3.714358514,4.861723909,19.86121089,0.246719328,298.606025,0.002819134,Fresh
lithchi_fresh (898),80.30766933,3.81228651,4.504527081,16.20166709,0.139797868,216.3876878,0.024474508,Fresh
lithchi_fresh (899),79.87214433,2.553808975,4.794726995,19.56153728,0.406638378,239.1960369,0.088148582,Fresh
lithchi_fresh (900),76.07727134,3.967042945,4.806645842,18.30752481,0.486509719,388.7532764,0.041591365,Fresh
lithchi_fresh (901),80.71083187,2.281423056,4.818844123,18.25567827,0.488029783,395.2979322,0.072033337,Fresh
lithchi_fresh (902),76.571084,2.404031337,4.62101104,18.00111414,0.44602844,275.2518659,0.091828504,Fresh
lithchi_fresh (903),76.5667233,2.368449678,4.857026362,16.27757634,0.34031686,384.6572042,0.040804046,Fresh
lithchi_fresh (904),78.75882096,3.78797942,4.545695743,16.35950741,0.380346279,308.9649351,0.019127737,Fresh
lithchi_fresh (905),79.15057954,3.308585105,4.599635168,18.40364802,0.214082321,253.9484932,0.051711793,Fresh
lithchi_fresh (906),79.06060345,2.304208566,4.938735023,17.36383429,0.352308168,340.4797442,0.090808369,Fresh
lithchi_fresh (907),75.64040786,2.880646837,4.869361575,19.66907227,0.28225982,331.7803613,0.080437441,Fresh
lithchi_fresh (908),81.14222604,3.23059605,4.506872777,17.62636215,0.292806936,397.8250638,0.006582984,Fresh
lithchi_fresh (909),76.8592003,2.16692817,4.62418813,16.57312583,0.403110624,253.0094575,0.06925728,Fresh
lithchi_fresh (910),75.90660445,3.764832737,4.607203241,18.85887533,0.212767342,334.4119005,0.057189752,Fresh
lithchi_fresh (911),81.22123656,3.607207071,4.635403164,17.17341369,0.227215845,210.404751,0.090746318,Fresh
lithchi_fresh (912),81.68956049,3.010413547,4.623779885,18.10188123,0.469856716,222.7292077,0.012248142,Fresh
lithchi_fresh (913),81.03489332,3.934253231,4.531263148,18.79133114,0.122489718,200.783675,0.053403611,Fresh
lithchi_fresh (914),80.66661252,2.835521959,4.729470258,19.60105644,0.294253719,399.8921362,0.087946269,Fresh
lithchi_fresh (915),79.58669386,3.968220638,4.866366737,19.16876478,0.46512032,360.4547394,0.041002379,Fresh
lithchi_fresh (916),78.85600159,3.335839998,4.803365862,18.70544427,0.344145203,357.3446029,0.048199492,Fresh
